"","REF_DATE","Central.government.operations","VALUE","covid"
"1893",2017-10-01,"Cross currency swap revaluation",2213,"Pre-COVID"
"1894",2017-11-01,"Cross currency swap revaluation",540,"Pre-COVID"
"1895",2017-12-01,"Cross currency swap revaluation",-1970,"Pre-COVID"
"1896",2018-01-01,"Cross currency swap revaluation",-646,"Pre-COVID"
"1897",2018-02-01,"Cross currency swap revaluation",2756,"Pre-COVID"
"1898",2018-03-01,"Cross currency swap revaluation",488,"Pre-COVID"
"1899",2018-04-01,"Cross currency swap revaluation",-988,"Pre-COVID"
"1900",2018-05-01,"Cross currency swap revaluation",-225,"Pre-COVID"
"1901",2018-06-01,"Cross currency swap revaluation",846,"Pre-COVID"
"1902",2018-07-01,"Cross currency swap revaluation",-925,"Pre-COVID"
"1903",2018-08-01,"Cross currency swap revaluation",-69,"Pre-COVID"
"1904",2018-09-01,"Cross currency swap revaluation",-760,"Pre-COVID"
"1905",2018-10-01,"Cross currency swap revaluation",948,"Pre-COVID"
"1906",2018-11-01,"Cross currency swap revaluation",566,"Pre-COVID"
"1907",2018-12-01,"Cross currency swap revaluation",2412,"Pre-COVID"
"1908",2019-01-01,"Cross currency swap revaluation",-2999,"Pre-COVID"
"1909",2019-02-01,"Cross currency swap revaluation",-62,"Pre-COVID"
"1910",2019-03-01,"Cross currency swap revaluation",695,"Pre-COVID"
"1911",2019-04-01,"Cross currency swap revaluation",205,"Pre-COVID"
"1912",2019-05-01,"Cross currency swap revaluation",457,"Pre-COVID"
"1913",2019-06-01,"Cross currency swap revaluation",-2374,"Pre-COVID"
"1914",2019-07-01,"Cross currency swap revaluation",-203,"Pre-COVID"
"1915",2019-08-01,"Cross currency swap revaluation",516,"Pre-COVID"
"1916",2019-09-01,"Cross currency swap revaluation",-518,"Pre-COVID"
"1917",2019-10-01,"Cross currency swap revaluation",290,"Pre-COVID"
"1918",2019-11-01,"Cross currency swap revaluation",371,"Pre-COVID"
"1919",2019-12-01,"Cross currency swap revaluation",-1376,"Pre-COVID"
"1920",2020-01-01,"Cross currency swap revaluation",1387,"Pre-COVID"
"1921",2020-02-01,"Cross currency swap revaluation",908,"Pre-COVID"
"1922",2020-03-01,"Cross currency swap revaluation",3655,"COVID"
"1923",2020-04-01,"Cross currency swap revaluation",-1307,"COVID"
"1924",2020-05-01,"Cross currency swap revaluation",-1239,"COVID"
"1925",2020-06-01,"Cross currency swap revaluation",-1327,"COVID"
"1926",2020-07-01,"Cross currency swap revaluation",181,"COVID"
"1927",2020-08-01,"Cross currency swap revaluation",-2170,"COVID"
"1928",2020-09-01,"Cross currency swap revaluation",1092,"COVID"
"1929",2020-10-01,"Cross currency swap revaluation",-63,"COVID"
"1930",2020-11-01,"Cross currency swap revaluation",-1490,"COVID"
"1931",2020-12-01,"Cross currency swap revaluation",-980,"COVID"
"1932",2021-01-01,"Cross currency swap revaluation",106,"COVID"
"1933",2021-02-01,"Cross currency swap revaluation",-843,"COVID"
"1934",2021-03-01,"Cross currency swap revaluation",-2102,"COVID"
"1935",2021-04-01,"Cross currency swap revaluation",NA,"COVID"
"1936",2021-05-01,"Cross currency swap revaluation",NA,"COVID"
"1937",2021-06-01,"Cross currency swap revaluation",NA,"COVID"
"1938",2021-07-01,"Cross currency swap revaluation",NA,"COVID"
"1939",2021-08-01,"Cross currency swap revaluation",NA,"COVID"
"1940",2021-09-01,"Cross currency swap revaluation",NA,"COVID"
"1941",2021-10-01,"Cross currency swap revaluation",NA,"COVID"
"1942",2021-11-01,"Cross currency swap revaluation",NA,"COVID"
"1943",2021-12-01,"Cross currency swap revaluation",NA,"COVID"
"1944",2022-01-01,"Cross currency swap revaluation",NA,"COVID"
"1945",2022-02-01,"Cross currency swap revaluation",NA,"COVID"
"1946",2022-03-01,"Cross currency swap revaluation",NA,"COVID"
"1947",2022-04-01,"Cross currency swap revaluation",NA,"COVID"
"1948",2022-05-01,"Cross currency swap revaluation",NA,"COVID"
"1949",2022-06-01,"Cross currency swap revaluation",NA,"COVID"
"1950",2022-07-01,"Cross currency swap revaluation",NA,"COVID"
"1951",2022-08-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1952",2022-09-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1953",2022-10-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1954",2022-11-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1955",2022-12-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1956",2023-01-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1957",2023-02-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1958",2023-03-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1959",2023-04-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1960",2023-05-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1961",2023-06-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1962",2023-07-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1963",2023-08-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1964",2023-09-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1965",2023-10-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1966",2023-11-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1967",2023-12-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1968",2024-01-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1969",2024-02-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1970",2024-03-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1971",2024-04-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1972",2024-05-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1973",2024-06-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1974",2024-07-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1975",2024-08-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1976",2024-09-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1977",2024-10-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1978",2024-11-01,"Cross currency swap revaluation",NA,"Post-COVID"
"1979",2017-10-01,"Unamortized discounts and premiums on market debt",-306,"Pre-COVID"
"1980",2017-11-01,"Unamortized discounts and premiums on market debt",-75,"Pre-COVID"
"1981",2017-12-01,"Unamortized discounts and premiums on market debt",-111,"Pre-COVID"
"1982",2018-01-01,"Unamortized discounts and premiums on market debt",-409,"Pre-COVID"
"1983",2018-02-01,"Unamortized discounts and premiums on market debt",-176,"Pre-COVID"
"1984",2018-03-01,"Unamortized discounts and premiums on market debt",-97,"Pre-COVID"
"1985",2018-04-01,"Unamortized discounts and premiums on market debt",-198,"Pre-COVID"
"1986",2018-05-01,"Unamortized discounts and premiums on market debt",-290,"Pre-COVID"
"1987",2018-06-01,"Unamortized discounts and premiums on market debt",-32,"Pre-COVID"
"1988",2018-07-01,"Unamortized discounts and premiums on market debt",-9,"Pre-COVID"
"1989",2018-08-01,"Unamortized discounts and premiums on market debt",-141,"Pre-COVID"
"1990",2018-09-01,"Unamortized discounts and premiums on market debt",-202,"Pre-COVID"
"1991",2018-10-01,"Unamortized discounts and premiums on market debt",-163,"Pre-COVID"
"1992",2018-11-01,"Unamortized discounts and premiums on market debt",-307,"Pre-COVID"
"1993",2018-12-01,"Unamortized discounts and premiums on market debt",-15,"Pre-COVID"
"1994",2019-01-01,"Unamortized discounts and premiums on market debt",32,"Pre-COVID"
"1995",2019-02-01,"Unamortized discounts and premiums on market debt",37,"Pre-COVID"
"1996",2019-03-01,"Unamortized discounts and premiums on market debt",-16,"Pre-COVID"
"1997",2019-04-01,"Unamortized discounts and premiums on market debt",174,"Pre-COVID"
"1998",2019-05-01,"Unamortized discounts and premiums on market debt",-168,"Pre-COVID"
"1999",2019-06-01,"Unamortized discounts and premiums on market debt",50,"Pre-COVID"
"2000",2019-07-01,"Unamortized discounts and premiums on market debt",51,"Pre-COVID"
"2001",2019-08-01,"Unamortized discounts and premiums on market debt",279,"Pre-COVID"
"2002",2019-09-01,"Unamortized discounts and premiums on market debt",-163,"Pre-COVID"
"2003",2019-10-01,"Unamortized discounts and premiums on market debt",-65,"Pre-COVID"
"2004",2019-11-01,"Unamortized discounts and premiums on market debt",185,"Pre-COVID"
"2005",2019-12-01,"Unamortized discounts and premiums on market debt",60,"Pre-COVID"
"2006",2020-01-01,"Unamortized discounts and premiums on market debt",-74,"Pre-COVID"
"2007",2020-02-01,"Unamortized discounts and premiums on market debt",30,"Pre-COVID"
"2008",2020-03-01,"Unamortized discounts and premiums on market debt",-34,"COVID"
"2009",2020-04-01,"Unamortized discounts and premiums on market debt",810,"COVID"
"2010",2020-05-01,"Unamortized discounts and premiums on market debt",610,"COVID"
"2011",2020-06-01,"Unamortized discounts and premiums on market debt",1159,"COVID"
"2012",2020-07-01,"Unamortized discounts and premiums on market debt",1507,"COVID"
"2013",2020-08-01,"Unamortized discounts and premiums on market debt",1721,"COVID"
"2014",2020-09-01,"Unamortized discounts and premiums on market debt",1409,"COVID"
"2015",2020-10-01,"Unamortized discounts and premiums on market debt",434,"COVID"
"2016",2020-11-01,"Unamortized discounts and premiums on market debt",395,"COVID"
"2017",2020-12-01,"Unamortized discounts and premiums on market debt",393,"COVID"
"2018",2021-01-01,"Unamortized discounts and premiums on market debt",153,"COVID"
"2019",2021-02-01,"Unamortized discounts and premiums on market debt",-238,"COVID"
"2020",2021-03-01,"Unamortized discounts and premiums on market debt",-1149,"COVID"
"2021",2021-04-01,"Unamortized discounts and premiums on market debt",NA,"COVID"
"2022",2021-05-01,"Unamortized discounts and premiums on market debt",NA,"COVID"
"2023",2021-06-01,"Unamortized discounts and premiums on market debt",NA,"COVID"
"2024",2021-07-01,"Unamortized discounts and premiums on market debt",NA,"COVID"
"2025",2021-08-01,"Unamortized discounts and premiums on market debt",NA,"COVID"
"2026",2021-09-01,"Unamortized discounts and premiums on market debt",NA,"COVID"
"2027",2021-10-01,"Unamortized discounts and premiums on market debt",NA,"COVID"
"2028",2021-11-01,"Unamortized discounts and premiums on market debt",NA,"COVID"
"2029",2021-12-01,"Unamortized discounts and premiums on market debt",NA,"COVID"
"2030",2022-01-01,"Unamortized discounts and premiums on market debt",NA,"COVID"
"2031",2022-02-01,"Unamortized discounts and premiums on market debt",NA,"COVID"
"2032",2022-03-01,"Unamortized discounts and premiums on market debt",NA,"COVID"
"2033",2022-04-01,"Unamortized discounts and premiums on market debt",NA,"COVID"
"2034",2022-05-01,"Unamortized discounts and premiums on market debt",NA,"COVID"
"2035",2022-06-01,"Unamortized discounts and premiums on market debt",NA,"COVID"
"2036",2022-07-01,"Unamortized discounts and premiums on market debt",NA,"COVID"
"2037",2022-08-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2038",2022-09-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2039",2022-10-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2040",2022-11-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2041",2022-12-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2042",2023-01-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2043",2023-02-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2044",2023-03-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2045",2023-04-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2046",2023-05-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2047",2023-06-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2048",2023-07-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2049",2023-08-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2050",2023-09-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2051",2023-10-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2052",2023-11-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2053",2023-12-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2054",2024-01-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2055",2024-02-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2056",2024-03-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2057",2024-04-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2058",2024-05-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2059",2024-06-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2060",2024-07-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2061",2024-08-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2062",2024-09-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2063",2024-10-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2064",2024-11-01,"Unamortized discounts and premiums on market debt",NA,"Post-COVID"
"2065",2017-10-01,"Obligations related to capital leases and other unmatured debt",-17,"Pre-COVID"
"2066",2017-11-01,"Obligations related to capital leases and other unmatured debt",-16,"Pre-COVID"
"2067",2017-12-01,"Obligations related to capital leases and other unmatured debt",-42,"Pre-COVID"
"2068",2018-01-01,"Obligations related to capital leases and other unmatured debt",-12,"Pre-COVID"
"2069",2018-02-01,"Obligations related to capital leases and other unmatured debt",-26,"Pre-COVID"
"2070",2018-03-01,"Obligations related to capital leases and other unmatured debt",-407,"Pre-COVID"
"2071",2018-04-01,"Obligations related to capital leases and other unmatured debt",-40,"Pre-COVID"
"2072",2018-05-01,"Obligations related to capital leases and other unmatured debt",-18,"Pre-COVID"
"2073",2018-06-01,"Obligations related to capital leases and other unmatured debt",-46,"Pre-COVID"
"2074",2018-07-01,"Obligations related to capital leases and other unmatured debt",-17,"Pre-COVID"
"2075",2018-08-01,"Obligations related to capital leases and other unmatured debt",-51,"Pre-COVID"
"2076",2018-09-01,"Obligations related to capital leases and other unmatured debt",-53,"Pre-COVID"
"2077",2018-10-01,"Obligations related to capital leases and other unmatured debt",-23,"Pre-COVID"
"2078",2018-11-01,"Obligations related to capital leases and other unmatured debt",-29,"Pre-COVID"
"2079",2018-12-01,"Obligations related to capital leases and other unmatured debt",-60,"Pre-COVID"
"2080",2019-01-01,"Obligations related to capital leases and other unmatured debt",-14,"Pre-COVID"
"2081",2019-02-01,"Obligations related to capital leases and other unmatured debt",-32,"Pre-COVID"
"2082",2019-03-01,"Obligations related to capital leases and other unmatured debt",111,"Pre-COVID"
"2083",2019-04-01,"Obligations related to capital leases and other unmatured debt",-46,"Pre-COVID"
"2084",2019-05-01,"Obligations related to capital leases and other unmatured debt",-17,"Pre-COVID"
"2085",2019-06-01,"Obligations related to capital leases and other unmatured debt",-48,"Pre-COVID"
"2086",2019-07-01,"Obligations related to capital leases and other unmatured debt",-671,"Pre-COVID"
"2087",2019-08-01,"Obligations related to capital leases and other unmatured debt",-17,"Pre-COVID"
"2088",2019-09-01,"Obligations related to capital leases and other unmatured debt",-15,"Pre-COVID"
"2089",2019-10-01,"Obligations related to capital leases and other unmatured debt",-21,"Pre-COVID"
"2090",2019-11-01,"Obligations related to capital leases and other unmatured debt",-17,"Pre-COVID"
"2091",2019-12-01,"Obligations related to capital leases and other unmatured debt",-18,"Pre-COVID"
"2092",2020-01-01,"Obligations related to capital leases and other unmatured debt",-11,"Pre-COVID"
"2093",2020-02-01,"Obligations related to capital leases and other unmatured debt",6,"Pre-COVID"
"2094",2020-03-01,"Obligations related to capital leases and other unmatured debt",39,"COVID"
"2095",2020-04-01,"Obligations related to capital leases and other unmatured debt",-47,"COVID"
"2096",2020-05-01,"Obligations related to capital leases and other unmatured debt",-18,"COVID"
"2097",2020-06-01,"Obligations related to capital leases and other unmatured debt",-17,"COVID"
"2098",2020-07-01,"Obligations related to capital leases and other unmatured debt",-16,"COVID"
"2099",2020-08-01,"Obligations related to capital leases and other unmatured debt",-18,"COVID"
"2100",2020-09-01,"Obligations related to capital leases and other unmatured debt",-17,"COVID"
"2101",2020-10-01,"Obligations related to capital leases and other unmatured debt",-18,"COVID"
"2102",2020-11-01,"Obligations related to capital leases and other unmatured debt",-16,"COVID"
"2103",2020-12-01,"Obligations related to capital leases and other unmatured debt",-27,"COVID"
"2104",2021-01-01,"Obligations related to capital leases and other unmatured debt",-9,"COVID"
"2105",2021-02-01,"Obligations related to capital leases and other unmatured debt",-18,"COVID"
"2106",2021-03-01,"Obligations related to capital leases and other unmatured debt",19,"COVID"
"2107",2021-04-01,"Obligations related to capital leases and other unmatured debt",-42,"COVID"
"2108",2021-05-01,"Obligations related to capital leases and other unmatured debt",-19,"COVID"
"2109",2021-06-01,"Obligations related to capital leases and other unmatured debt",134,"COVID"
"2110",2021-07-01,"Obligations related to capital leases and other unmatured debt",-15,"COVID"
"2111",2021-08-01,"Obligations related to capital leases and other unmatured debt",-15,"COVID"
"2112",2021-09-01,"Obligations related to capital leases and other unmatured debt",-26,"COVID"
"2113",2021-10-01,"Obligations related to capital leases and other unmatured debt",-19,"COVID"
"2114",2021-11-01,"Obligations related to capital leases and other unmatured debt",-2,"COVID"
"2115",2021-12-01,"Obligations related to capital leases and other unmatured debt",-10,"COVID"
"2116",2022-01-01,"Obligations related to capital leases and other unmatured debt",24,"COVID"
"2117",2022-02-01,"Obligations related to capital leases and other unmatured debt",NA,"COVID"
"2118",2022-03-01,"Obligations related to capital leases and other unmatured debt",111,"COVID"
"2119",2022-04-01,"Obligations related to capital leases and other unmatured debt",-44,"COVID"
"2120",2022-05-01,"Obligations related to capital leases and other unmatured debt",-21,"COVID"
"2121",2022-06-01,"Obligations related to capital leases and other unmatured debt",-27,"COVID"
"2122",2022-07-01,"Obligations related to capital leases and other unmatured debt",-14,"COVID"
"2123",2022-08-01,"Obligations related to capital leases and other unmatured debt",-20,"Post-COVID"
"2124",2022-09-01,"Obligations related to capital leases and other unmatured debt",-17,"Post-COVID"
"2125",2022-10-01,"Obligations related to capital leases and other unmatured debt",-19,"Post-COVID"
"2126",2022-11-01,"Obligations related to capital leases and other unmatured debt",-21,"Post-COVID"
"2127",2022-12-01,"Obligations related to capital leases and other unmatured debt",-20,"Post-COVID"
"2128",2023-01-01,"Obligations related to capital leases and other unmatured debt",5,"Post-COVID"
"2129",2023-02-01,"Obligations related to capital leases and other unmatured debt",-17,"Post-COVID"
"2130",2023-03-01,"Obligations related to capital leases and other unmatured debt",-27,"Post-COVID"
"2131",2023-04-01,"Obligations related to capital leases and other unmatured debt",-64,"Post-COVID"
"2132",2023-05-01,"Obligations related to capital leases and other unmatured debt",15,"Post-COVID"
"2133",2023-06-01,"Obligations related to capital leases and other unmatured debt",-19,"Post-COVID"
"2134",2023-07-01,"Obligations related to capital leases and other unmatured debt",-42,"Post-COVID"
"2135",2023-08-01,"Obligations related to capital leases and other unmatured debt",-20,"Post-COVID"
"2136",2023-09-01,"Obligations related to capital leases and other unmatured debt",-3,"Post-COVID"
"2137",2023-10-01,"Obligations related to capital leases and other unmatured debt",-17,"Post-COVID"
"2138",2023-11-01,"Obligations related to capital leases and other unmatured debt",-24,"Post-COVID"
"2139",2023-12-01,"Obligations related to capital leases and other unmatured debt",-18,"Post-COVID"
"2140",2024-01-01,"Obligations related to capital leases and other unmatured debt",16,"Post-COVID"
"2141",2024-02-01,"Obligations related to capital leases and other unmatured debt",-12,"Post-COVID"
"2142",2024-03-01,"Obligations related to capital leases and other unmatured debt",-23,"Post-COVID"
"2143",2024-04-01,"Obligations related to capital leases and other unmatured debt",-46,"Post-COVID"
"2144",2024-05-01,"Obligations related to capital leases and other unmatured debt",-22,"Post-COVID"
"2145",2024-06-01,"Obligations related to capital leases and other unmatured debt",-19,"Post-COVID"
"2146",2024-07-01,"Obligations related to capital leases and other unmatured debt",-19,"Post-COVID"
"2147",2024-08-01,"Obligations related to capital leases and other unmatured debt",-20,"Post-COVID"
"2148",2024-09-01,"Obligations related to capital leases and other unmatured debt",-21,"Post-COVID"
"2149",2024-10-01,"Obligations related to capital leases and other unmatured debt",-21,"Post-COVID"
"2150",2024-11-01,"Obligations related to capital leases and other unmatured debt",-21,"Post-COVID"
"2151",2017-10-01,"G. Net change in cash balances",4703,"Pre-COVID"
"2152",2017-11-01,"G. Net change in cash balances",-4687,"Pre-COVID"
"2153",2017-12-01,"G. Net change in cash balances",2398,"Pre-COVID"
"2154",2018-01-01,"G. Net change in cash balances",6104,"Pre-COVID"
"2155",2018-02-01,"G. Net change in cash balances",-1384,"Pre-COVID"
"2156",2018-03-01,"G. Net change in cash balances",-6609,"Pre-COVID"
"2157",2018-04-01,"G. Net change in cash balances",7917,"Pre-COVID"
"2158",2018-05-01,"G. Net change in cash balances",5445,"Pre-COVID"
"2159",2018-06-01,"G. Net change in cash balances",-14347,"Pre-COVID"
"2160",2018-07-01,"G. Net change in cash balances",7760,"Pre-COVID"
"2161",2018-08-01,"G. Net change in cash balances",-3668,"Pre-COVID"
"2162",2018-09-01,"G. Net change in cash balances",-5053,"Pre-COVID"
"2163",2018-10-01,"G. Net change in cash balances",9897,"Pre-COVID"
"2164",2018-11-01,"G. Net change in cash balances",-5438,"Pre-COVID"
"2165",2018-12-01,"G. Net change in cash balances",54,"Pre-COVID"
"2166",2019-01-01,"G. Net change in cash balances",5922,"Pre-COVID"
"2167",2019-02-01,"G. Net change in cash balances",-6879,"Pre-COVID"
"2168",2019-03-01,"G. Net change in cash balances",719,"Pre-COVID"
"2169",2019-04-01,"G. Net change in cash balances",5891,"Pre-COVID"
"2170",2019-05-01,"G. Net change in cash balances",3656,"Pre-COVID"
"2171",2019-06-01,"G. Net change in cash balances",-12984,"Pre-COVID"
"2172",2019-07-01,"G. Net change in cash balances",6960,"Pre-COVID"
"2173",2019-08-01,"G. Net change in cash balances",2433,"Pre-COVID"
"2174",2019-09-01,"G. Net change in cash balances",-8844,"Pre-COVID"
"2175",2019-10-01,"G. Net change in cash balances",12857,"Pre-COVID"
"2176",2019-11-01,"G. Net change in cash balances",-10392,"Pre-COVID"
"2177",2019-12-01,"G. Net change in cash balances",-3216,"Pre-COVID"
"2178",2020-01-01,"G. Net change in cash balances",4816,"Pre-COVID"
"2179",2020-02-01,"G. Net change in cash balances",5784,"Pre-COVID"
"2180",2020-03-01,"G. Net change in cash balances",-2313,"COVID"
"2181",2020-04-01,"G. Net change in cash balances",51474,"COVID"
"2182",2020-05-01,"G. Net change in cash balances",51396,"COVID"
"2183",2020-06-01,"G. Net change in cash balances",7179,"COVID"
"2184",2020-07-01,"G. Net change in cash balances",1110,"COVID"
"2185",2020-08-01,"G. Net change in cash balances",-26643,"COVID"
"2186",2020-09-01,"G. Net change in cash balances",-40972,"COVID"
"2187",2020-10-01,"G. Net change in cash balances",23581,"COVID"
"2188",2020-11-01,"G. Net change in cash balances",-16939,"COVID"
"2189",2020-12-01,"G. Net change in cash balances",-10645,"COVID"
"2190",2021-01-01,"G. Net change in cash balances",-10100,"COVID"
"2191",2021-02-01,"G. Net change in cash balances",-5863,"COVID"
"2192",2021-03-01,"G. Net change in cash balances",-9156,"COVID"
"2193",2021-04-01,"G. Net change in cash balances",-7049,"COVID"
"2194",2021-05-01,"G. Net change in cash balances",7368,"COVID"
"2195",2021-06-01,"G. Net change in cash balances",2841,"COVID"
"2196",2021-07-01,"G. Net change in cash balances",12634,"COVID"
"2197",2021-08-01,"G. Net change in cash balances",6328,"COVID"
"2198",2021-09-01,"G. Net change in cash balances",-19454,"COVID"
"2199",2021-10-01,"G. Net change in cash balances",-927,"COVID"
"2200",2021-11-01,"G. Net change in cash balances",-3207,"COVID"
"2201",2021-12-01,"G. Net change in cash balances",14132,"COVID"
"2202",2022-01-01,"G. Net change in cash balances",8043,"COVID"
"2203",2022-02-01,"G. Net change in cash balances",3744,"COVID"
"2204",2022-03-01,"G. Net change in cash balances",8416,"COVID"
"2205",2022-04-01,"G. Net change in cash balances",2445,"COVID"
"2206",2022-05-01,"G. Net change in cash balances",9085,"COVID"
"2207",2022-06-01,"G. Net change in cash balances",-7315,"COVID"
"2208",2022-07-01,"G. Net change in cash balances",10168,"COVID"
"2209",2022-08-01,"G. Net change in cash balances",-9707,"Post-COVID"
"2210",2022-09-01,"G. Net change in cash balances",-19922,"Post-COVID"
"2211",2022-10-01,"G. Net change in cash balances",17573,"Post-COVID"
"2212",2022-11-01,"G. Net change in cash balances",-30509,"Post-COVID"
"2213",2022-12-01,"G. Net change in cash balances",6441,"Post-COVID"
"2214",2023-01-01,"G. Net change in cash balances",13625,"Post-COVID"
"2215",2023-02-01,"G. Net change in cash balances",-22616,"Post-COVID"
"2216",2023-03-01,"G. Net change in cash balances",-19734,"Post-COVID"
"2217",2023-04-01,"G. Net change in cash balances",17222,"Post-COVID"
"2218",2023-05-01,"G. Net change in cash balances",626,"Post-COVID"
"2219",2023-06-01,"G. Net change in cash balances",-15501,"Post-COVID"
"2220",2023-07-01,"G. Net change in cash balances",7850,"Post-COVID"
"2221",2023-08-01,"G. Net change in cash balances",15438,"Post-COVID"
"2222",2023-09-01,"G. Net change in cash balances",-25000,"Post-COVID"
"2223",2023-10-01,"G. Net change in cash balances",10920,"Post-COVID"
"2224",2023-11-01,"G. Net change in cash balances",-4856,"Post-COVID"
"2225",2023-12-01,"G. Net change in cash balances",16298,"Post-COVID"
"2226",2024-01-01,"G. Net change in cash balances",20436,"Post-COVID"
"2227",2024-02-01,"G. Net change in cash balances",-23387,"Post-COVID"
"2228",2024-03-01,"G. Net change in cash balances",4813,"Post-COVID"
"2229",2024-04-01,"G. Net change in cash balances",-19635,"Post-COVID"
"2230",2024-05-01,"G. Net change in cash balances",1192,"Post-COVID"
"2231",2024-06-01,"G. Net change in cash balances",-7424,"Post-COVID"
"2232",2024-07-01,"G. Net change in cash balances",30804,"Post-COVID"
"2233",2024-08-01,"G. Net change in cash balances",-21367,"Post-COVID"
"2234",2024-09-01,"G. Net change in cash balances",-10453,"Post-COVID"
"2235",2024-10-01,"G. Net change in cash balances",-571,"Post-COVID"
"2236",2024-11-01,"G. Net change in cash balances",-2507,"Post-COVID"
